date,value
2023-02-28,6.9359
2023-03-07,3.9181
2023-03-14,12.6165
2023-03-21,14.8769
2023-03-28,18.3092
2023-04-04,19.3803
2023-04-11,18.6828
2023-04-18,17.9315
2023-04-25,18.9113
2023-05-02,19.8623
2023-05-09,18.4629
2023-05-16,17.1335
2023-05-23,16.2480
2023-05-30,16.8751
2023-06-06,18.2592
2023-06-13,15.0941
2023-06-20,15.2214
2023-06-27,14.6375
2023-07-03,16.2718
2023-07-11,15.3290
2023-07-18,20.1033
2023-07-25,17.6317
2023-08-01,16.6645
2023-08-08,12.9479
2023-08-15,7.8251
2023-08-22,4.2824
2023-08-29,9.7338
2023-09-05,11.3037
2023-09-12,8.4980
2023-09-19,11.1734
2023-09-26,6.2117
2023-10-03,-0.4945
2023-10-10,-2.3729
2023-10-17,6.2240
2023-10-24,12.2442
2023-10-31,14.5941
2023-11-07,14.6127
2023-11-14,12.8234
2023-11-21,15.0389
2023-11-28,20.1001
2023-12-05,18.8760
2023-12-12,16.8846
2023-12-19,18.7629
2023-12-26,19.7738
2024-01-02,19.6204
2024-01-09,15.9763
2024-01-16,15.0530
2024-01-23,11.9226
2024-01-30,12.4009
2024-02-06,14.3468
2024-02-13,8.0530
2024-02-20,11.3437
2024-02-27,12.3283
2024-03-05,18.5620
2024-03-12,20.5582
2024-03-19,19.9548
2024-03-26,21.8029
2024-04-02,22.3365
2024-04-09,20.6901
2024-04-16,18.7041
2024-04-23,19.6157
2024-04-30,19.8735
2024-05-07,18.9386
2024-05-14,19.7592
2024-05-21,20.8263
2024-05-28,23.1604
2024-06-04,24.5428
2024-06-11,24.3300
2024-06-18,25.4992
2024-06-25,25.9704
2024-07-02,24.8228
2024-07-09,23.9675
2024-07-16,23.1221
2024-07-23,21.8540
2024-07-30,23.1558
2024-08-06,23.2984
2024-08-13,25.3716
2024-08-20,25.5661
2024-08-27,28.1716
2024-09-03,28.0320
2024-09-10,27.4130
2024-09-17,27.9899
2024-09-24,25.6328
2024-10-01,27.2013
2024-10-08,25.8324
2024-10-15,26.0101
2024-10-22,24.6256
2024-10-29,25.0820
2024-11-05,23.9413
2024-11-12,22.6474
2024-11-19,22.3703
2024-11-26,27.8388
2024-12-03,28.3814
2024-12-10,29.0199
2024-12-17,28.4854
2024-12-24,26.6638
2024-12-31,27.6931
2025-01-07,28.1685
2025-01-14,28.0714
2025-01-21,27.7302
2025-01-28,28.6360
2025-02-04,27.4996
2025-02-11,24.8489
2025-02-18,23.1837
2025-02-25,25.1417
2025-03-04,24.1391
2025-03-11,23.3746
2025-03-18,23.0057
2025-03-25,23.3107
2025-04-01,20.7359
2025-04-08,17.8495
2025-04-15,15.4723
2025-04-22,12.8428
2025-04-29,13.4321
2025-05-06,12.4399
2025-05-13,13.3195
2025-05-20,13.7754
2025-05-27,16.3687
2025-06-03,18.3636
2025-06-10,18.6278
2025-06-17,18.4034
2025-06-24,18.6680
2025-07-01,20.4401
2025-07-08,20.2370
2025-07-15,21.1684
2025-07-22,22.5259
2025-07-29,22.0301
2025-08-05,24.1243
2025-08-12,23.2459
2025-08-19,22.0119
2025-08-26,23.3896
2025-09-02,22.0798
2025-09-09,20.3666
2025-09-16,19.2006
2025-09-23,17.6545
2025-09-30,18.1702
